chunk_id,label,text
894,neutral,"and i think the hon minister alluded to all these figures earlier on, 10 criminal convictions, 14 arrests and 65 dismissals from the department. additionally, we have seen unrevised hansard national council of provinces tuesday, 19 may 2026 page: 71 more than 100 000 lawful deportations by this department since the formation of the government of national unity, gnu. the border management authority, bma, has prevented more than 945 illegal and undocumented entries into the country. these efforts, hon members, are not just figures. they represent a committed effort to address systematic failures and years of poor management in this department. yes, we see a concerted approach to address corruption and turn the tide in what was named horror affairs before, and hon phala is not here to listen to that. under minister schreiber, we truly have a home affairs that is moving from queues, paper systems and dysfunction towards a modern digital state department enabling economic participation, tourism, investments and secure service delivery. the fact is that what was once a horror department is now a machine that is getting oiled to be efficient and effective in service delivery. this is not an ideology or political lecture, but signs of a department that is transforming into a modern one. south africans can now access smart identity documents, ids, within weeks, and even the deputy minister alluded to this. unrevised hansard national council of provinces tuesday, 19 may 2026 page: 72 home affairs has expanded its services from 30 bank branches to 167 branches in less than two months. applications now take as little as five minutes, no paperwork, no prior bookings, with biometric verification dramatically reducing fraud. all this speaks to the narrative of efficiency and effectiveness. this speaks to a department headed by visionary leadership, committed to improving"
895,neutral,"branches to 167 branches in less than two months. applications now take as little as five minutes, no paperwork, no prior bookings, with biometric verification dramatically reducing fraud. all this speaks to the narrative of efficiency and effectiveness. this speaks to a department headed by visionary leadership, committed to improving the lives of all south africans. the work carried out in this government should spill over to other departments in this gnu. just as rigoberta menchú tum said, with strong institutions and a dedicated approach, we will deal head-on with fraud and corruption, and send a clear message that every rotten apple will be removed. i thank you. setswana: ke a leboga. afrikaans: baie dankie. english: the house chairperson mr d r ryder : hon delegates, i m always pleased when a member of the other house visits us and sits in the gallery. so, in that regard, please join me in unrevised hansard national council of provinces tuesday, 19 may 2026 page: 73 welcoming the hon bollman to the gallery. nice to see you here. hon delegates, the next speaker at the podium is the hon van den berg from the freedom front plus. afrikaans: mnr h j van den berg: agb voorsitter, ek gaan vandag in afrikaans praat, so as u dalk net wil seker maak dat hulle die tolkapparate gereed het. goed, hier gaan ons. minister, agb lede van die nasionale raad van provinsies en al die ander burgers van ons land, alhoewel daar goeie vordering by hierdie departement van binnelandse sake plaasvind, is daar tog nog baie werk. van hul kantore, veral in landelike gebiede, sukkel steeds met lang toue, onderbemaning en onbetroubare digitale stelsels. die publiek verloor werksdae net om basiese dokumente te kry. die grensbestuursowerheid, gbo, is kritiek onderbeman en swak toegerus. dit funksioneer"
896,negative,"hierdie departement van binnelandse sake plaasvind, is daar tog nog baie werk. van hul kantore, veral in landelike gebiede, sukkel steeds met lang toue, onderbemaning en onbetroubare digitale stelsels. die publiek verloor werksdae net om basiese dokumente te kry. die grensbestuursowerheid, gbo, is kritiek onderbeman en swak toegerus. dit funksioneer tans met slegs ongeveer 25 van die nodige personeel, naamlik 2 500 beamptes, teenoor meer as 11 000 wat nodig is. unrevised hansard national council of provinces tuesday, 19 may 2026 page: 74 daarmee saam met byna die volle deel van die begroting wat aan salarisse gaan, is daar heeltemal te min geld vir voertuie, gevorderde kameratoerusting, hommeltuie en volhoubare patrollies. ons sal dus geld van ander plekke af moet kry vir hierdie departement. maar wag, daar is baie geld by die kleinsakeontwikkeling vir jong entrepreneurs en landelike ontwikkeling met nasira opleidingsfondse. dalk moet daar beter saamgewerk word. daar is hope besigheidsgeleenthede en opleiding wat aan grensbeveiliging en beheer gekoppel is. dink maar aan behuising, voedselvoorsiening ... ... werk van hierdie inligtingstelsels, heiningkonstruksie en vele meer. as ons buite die spreekwoordelike silos dink, kan ons dalk net twee vlieë met een klap doodslaan. ons 4 200 km lange landsgrense en kuslyn bly baie poreus. onwettige immigrante plaas enorme druk op provinsiale gesondheidsorg, behuising, skole, veiligheid. dit is eenvoudig onaanvaarbaar. unrevised hansard national council of provinces tuesday, 19 may 2026 page: 75 die vf plus het lank reeds gewaarsku dat alles van werksgeleenthede tot bek-en-klouseer negatief deur onvoldoende grensbeheer beïnvloed word. terwyl die witskrif oor burgerskap, immigrasie en vlugtelingbeskerming in die regte rigting beweeg, eis die vf plus veel sterker optrede. om suid-afrikaners eerste te stel moet die gbo dringend met toerusting verskaf word. radikale digitalisering wat ook landelike gebiede bereik moet ingestel word. zero verdraagsaamheid, wetstoepassing teen korrupsie moet volgehou"
897,negative,"terwyl die witskrif oor burgerskap, immigrasie en vlugtelingbeskerming in die regte rigting beweeg, eis die vf plus veel sterker optrede. om suid-afrikaners eerste te stel moet die gbo dringend met toerusting verskaf word. radikale digitalisering wat ook landelike gebiede bereik moet ingestel word. zero verdraagsaamheid, wetstoepassing teen korrupsie moet volgehou en verskerp word, met vinnige vonnisse en voortgesette leefstyloudits. stroomlyn en ... ... wettige immigrasie, terwyl die wat onwettig is beslissend en menswaardig gedeporteer word. moet hulle ook nie teen duurste in ons vol tronke aanhou nie. daar is ook baie onwettige immigrante in hierdie land wie eenvoudig met onbehulpsame stelsels en korrupte prosesse moed verloor het, en nie meer n poging aanwend om wettig te wees nie meestal goeie, hardwerkende mense. ons wil ook versoek dat ons hulle help om dit reg te doen. unrevised hansard national council of provinces tuesday, 19 may 2026 page: 76 die vf plus sal veg om waardigheid aan suid-afrikaanse burgers terug te gee en sekuriteit op ons grense te verseker. ons sal ook nie huiwer om halwe maatreëls en kompromieë wat koalisiepolitiek bo soewereiniteit plaas, te kritiseer nie. ons mense het te lank vir n departement van binnelandse sake en n gbo wat werklik werk gewag, nie net vir sommige nie maar vir almal wat hier hoort. laat hierdie begroting n beslissende waarskuwing na n bekwame, burgergesentreerde departement met veilige grense bring. die vf plus staan gereed om daarin te help. baie dankie. setswana: ke a leboga. ms a matshobeni: hon house chair, to the minister, i am always concerned about vulnerable and rural communities on this digital transformation. if they have access. even today ... the house chairperson mr d r ryder : hon matshobeni, i am sorry to interrupt you, but i think you do know by now that we require"
898,negative,"to the minister, i am always concerned about vulnerable and rural communities on this digital transformation. if they have access. even today ... the house chairperson mr d r ryder : hon matshobeni, i am sorry to interrupt you, but i think you do know by now that we require you to turn your camera on when you are addressing the house. if you can turn your camera on and continue, please. unrevised hansard national council of provinces tuesday, 19 may 2026 page: 77 ms a matshobeni: i did, house chair. maybe it is technology things, but i did turn it off. i don t know why i am not appearing. maybe there is something that ... ey, i am struggling, house chair. i don t know what is going on, but i did turn on my camera. the house chairperson mr d r ryder : please continue, hon matshobeni, but try and sort your camera out while you are busy. ms a matshobeni: alright, house chair, thank you very much. i was saying to the minister, i am always concerned about vulnerable communities and rural communities regarding this digital transformation if they have the access because even today, they don t have an office in idutywa where i stay. they are always struggling. we also cannot ignore the fact that many of our people do not have smartphones, especially those living in rural areas. how are we going to assist and support those who do not have smartphones according to this thing of digitalisation? is there another way we can help and accommodate them? minister, according to these numbers you ve mentioned here, i so wish we unrevised hansard national council of provinces tuesday, 19 may 2026 page: 78 can have a breakdown of rural communities who have access"
899,negative,"to this thing of digitalisation? is there another way we can help and accommodate them? minister, according to these numbers you ve mentioned here, i so wish we unrevised hansard national council of provinces tuesday, 19 may 2026 page: 78 can have a breakdown of rural communities who have access to this digital transformation. nonetheless, the eff rejects the budget vote for the department of home affairs. this department is responsible for managing the national population register, issuing civic documents and controlling international migration. yet it is plagued with systematic dysfunction, and it s known only for its outdated infrastructure, corruption and massive backlog of applications, challenges which undermine service delivery across all provinces. we reject this budget as rural and remote areas remain physically unreached by permanent home affairs offices, forcing citizens to travel long distances leading to massive unmanaged daily queues at operational branches. in rural municipalities such as mbashe municipality in the eastern cape, our people are forced to travel long distances to offices, only to be turned away because the system is offline, the month is fully booked, or they are told to come back another day. the mobile truck, which was meant to assist rural communities, is often unavailable, and residents are repeatedly informed unrevised hansard national council of provinces tuesday, 19 may 2026 page: 79 that the vehicle is broken or under repair. the people of mbashe have raised this concern for a very long time, but little has changed. in kugompo in the eastern cape, residents also experience similar challenges as the department of home affairs has moved their offices from fleet street which is in the cbd into hemingways shopping mall. the move of home affairs offices into shopping malls might seem like a great idea on paper as it sounds modern,"
900,neutral,"eastern cape, residents also experience similar challenges as the department of home affairs has moved their offices from fleet street which is in the cbd into hemingways shopping mall. the move of home affairs offices into shopping malls might seem like a great idea on paper as it sounds modern, convenient and clean, but the reality on the ground is very different and it is causing serious frustration for ordinary residents. moving the home affairs offices to fencing malls make the offices incredibly hard to reach for the poorest members of our community. what about those buildings of public works that are not occupied like where i am in mbashe? there are those public works houses that are not occupied, others are abolished because of vandalism by pharas . instead of taking one quick trip to town, the residents of kugompo, for example, are now forced to pay multiples of rands, expensive taxi rides just to get to a mall. so, ta mthura from duncan village now has to take a taxi from unrevised hansard national council of provinces tuesday, 19 may 2026 page: 80 ziphunzana to town and then another taxi from town to hemingways mall just to apply for an id and then make the same trip back. even your amanda who drives her own car to the mall is inconvenienced by this move as she now has to pay the hemingways mall parking fee just to access your offices and be turned away due to system being offline. the move to malls therefore effectively prices out the very people who need government services the most. there is also an absolutely chaos of the moving process itself, as we have seen situations where people travel all the way to usual local offices in town only to find it"
901,negative,"offline. the move to malls therefore effectively prices out the very people who need government services the most. there is also an absolutely chaos of the moving process itself, as we have seen situations where people travel all the way to usual local offices in town only to find it shut down with zero warning. they get redirected to a mall, arrive there and find out the new by units aren t even connected or working yet. it is a massive waste of time and money. a change of off scenario does not fix a broken system. moving into a mall does not do anything to solve the chronic system downtime we all know too well. it does not stop your system from going offline. it does not stop understaffing and it sadly hasn t stopped the corrupt operators who hassle people for spots in the queues outside. unrevised hansard national council of provinces tuesday, 19 may 2026 page: 81 i stand here in the council today to reject the budget of a department that is known only for its corrupt officials that are responsible for illegal migration, issuing fraudulent visas and illegally selling birth certificates and identity documents. this has collapsed the country s migration system and has fuelled xenophobic sentiments. the department of home affairs in south africa is burdened by a legacy of underfunding, systematic corruption, and technological inadequate. this budget completely misses the mark of fixing the staffing crisis. in fact, things are actually shrinking. the total home affairs budget is dropping from r15 billion to r13 billion from 2026 to 2027, and it looks like funding will be going backward over the next few years because of this. home affairs offices all over the country are left totally short staffed and the workers who are"
902,neutral,"total home affairs budget is dropping from r15 billion to r13 billion from 2026 to 2027, and it looks like funding will be going backward over the next few years because of this. home affairs offices all over the country are left totally short staffed and the workers who are there are completely burned out. these challenges are not mere administrative inconveniences. they directly abstract citizens constitutional rights and pose risks to national security. addressing these multifaceted issues requires systematic structural reform through targeted digital transformation, the eradication of criminal syndicates, and strategic leadership. unrevised hansard national council of provinces tuesday, 19 may 2026 page: 82 the department must reposition its self as a professional and secure entity capable of delivering dignity and efficient services to the public. if we want to fix home affairs, we need to focus on stable systems, fair access and stopping corruption, not just putting a shiny new coat of a paint on a deeply flawed system. rural communities deserve dignity, equal access to services and responsive government support. first-time voters deserve a seamless process to register. that is exactly why the eff in the national assembly has introduced a private member s bill for automatic voter registration. we want everyone to get registered automatically the moment they turn 16 years. this will break down registration barriers and save the iec millions of rands currently wasted on voter registration weekends that barely brings anyone in. today we reject this budget vote and call upon the department of home affairs to urgently improve services across all provinces by increasing the number of officials and service points, repair and maintain your mobile service vehicle, bring services closer to rural communities, and ensure that people are treated with dignity and efficiency. thank you very much, house chairperson. we"
903,neutral,"department of home affairs to urgently improve services across all provinces by increasing the number of officials and service points, repair and maintain your mobile service vehicle, bring services closer to rural communities, and ensure that people are treated with dignity and efficiency. thank you very much, house chairperson. we reject this budget. unrevised hansard national council of provinces tuesday, 19 may 2026 page: 83 the house chairperson mr d r ryder : thank you, hon matshobeni. hon matshobeni, there was considerable investment of both time and money in training for permanent delegates on the zoom platform. i do urge you to make a visit to the it offices to allow them to assist you to resolve your problem, because it is a requirement in terms of our rules that you do turn your video on in future. so, if you don't come right with the colleagues at it, my office is always open to you as well and perhaps i can assist. hon members, we return to the chamber and the next speaker at the podium is the hon peter from the udm with five minutes to speak. isixhosa: mnu. m m peter: sihlalo wendlu ohloniphekileyo, mandibulise kumalungu ale ndlu, kumphathiswa ohloniphekileyo wesebe lezemicimbi yasekhaya nabemi bonke bomzantsi afrika. mphathiswa omhle, masingafihli amakhuba kulinywa. phambili phaya, eli sebe lakho belifudula linemicelimngeni emininzi. umzekelo, imiqodi yemingcelele yabantu beme emvuleni ngaphandle kwezakhiwo zeli sebe. emva kokulinda baye baphinde bajikiswe sebechithe imini yonke kuloo mingcelele ngenxa yokungasebenzi kweekhompuyutha okanye ukunqongophala unrevised hansard national council of provinces tuesday, 19 may 2026 page: 84 kwabasebenzi kwezo ofisi. ukunqongophala kwamanzi kwizakhiwo zakho ezigcwele abantu abazokwenza izicelo ngezicelo, yenye yeengxaki eli sebe elinazo. mphathiswa, yonke le micelimngeni ufika ikhona. umzantsi afrika ucela ukuqonda ngamanyathelo athathwa yile nkqubo yokulawulwa imida border management system ukunqanda ukuquqa bebuyelela kwabantu"
904,positive,"national council of provinces tuesday, 19 may 2026 page: 84 kwabasebenzi kwezo ofisi. ukunqongophala kwamanzi kwizakhiwo zakho ezigcwele abantu abazokwenza izicelo ngezicelo, yenye yeengxaki eli sebe elinazo. mphathiswa, yonke le micelimngeni ufika ikhona. umzantsi afrika ucela ukuqonda ngamanyathelo athathwa yile nkqubo yokulawulwa imida border management system ukunqanda ukuquqa bebuyelela kwabantu abasuka kumazwe angaphandle bengenamaphepha. kwintetha yakho, ukhankanye ukuba uneendlela ezithile models ozisebenzisayo. ziphi ezi ndlela zakho zithile kuba xa ujonga phaya ezantsi ebantwini, ezilalini nakuzo zonke iindawo, azibonakali ezi ndlela. nceda wenze kubonakale ngokuthi unciphise ukuthetha ugqame kuphuhliso. siyiudm siya kuzixhasa ezo zicwangciso xa ziphucula uluntu kodwa intetha yakho yona asinakuze siyixhase. nceda uchubele le ndlu ngemicelimngeni ofike ikhona kweli sebe nezinto othe wazenza eziluphuhliso. ingaba le micelimngeni isekhona nanamhlanje kusini na? usayibona kusini na imingcelele yabantu bethu? usababona kusini na abantu beme kwimigca emide phandle benethwa zimvula? ingaba abantu bakuthi basajikiswa kwiiofisi ngelithi iikhompuyutha azisebenzi? ingaba sisazibona zonke ezi ntshutshiso kwiintloko zabantu bakuthi? unrevised hansard national council of provinces tuesday, 19 may 2026 page: 85 mphathiswa, eli lizwe liya kuthi ukuze lilunge urhulumente andwendwele amasebe akhe onke engabhungisanga. olu cwangciso lokuxela xa kufuneka sindwendwele la masebe aluncedisani norhulumente. nathi, xa sifuna ivoti asilwenzi olu cwangciso lokuzixela lungaka. ezi ndlela zithile zakho mazicace eluntwini. yiba ngumahluko, ungasibaliseli iintsomi hleze nathi silahlekwe apho sikhoyo. masiyibone isenzeka imisebenzi yakho, siyincome. ngoko ke, iudm iyaluxhasa olu hlahlomali. enkosi mphathiswa. mr n gotsell: hon house chair, hon minister, hon members and fellow south africans, good afternoon. the da proudly supports this budget vote and the annual performance plans, apps, because probably for the first time in our democratic history, the department of home affairs looks like a department that actually knows where it is going. frankly, after years of queues, manual manoeuvring and gupta-gigaba sponsored corruption scandals, south africans deserve to see a department"
905,neutral,"the annual performance plans, apps, because probably for the first time in our democratic history, the department of home affairs looks like a department that actually knows where it is going. frankly, after years of queues, manual manoeuvring and gupta-gigaba sponsored corruption scandals, south africans deserve to see a department that works. what became very clear during the apps and budget engagement is that there is now a coherent vision driving home affairs, digitalisation, stronger immigration enforcement, modern border management and better service delivery. this was not unrevised hansard national council of provinces tuesday, 19 may 2026 page: 86 just powerpoint politics. these are results that are already tangible. the expansion of smart ids and live capture service through bank partnerships is cutting queues, reducing paperwork and limiting opportunities for corruption. in terms of immigration enforcement, the department of home affairs conducted more operations in the last year than in the previous five-year term combined. the constitutional court victory limiting repeat asylum applications also sends a clear message. south africa s immigration system cannot and will not continue to operate through loopholes and abuse. chairperson, we also commend the border management authority, bma. despite serious funding constraints, the bma is beginning to stabilise and professionalise border management while taking visible action against corruption at our ports of entry. the redevelopment of six border posts into one-stop facilities is a major step forward for both trade and border security. hon members, biometrics is without a doubt the solution to many government department s problems. government has over the past 10 to 15 years spent billions of rands on integrating the criminal justice system. the departments of justice and constitutional development, correctional services, the sa police service and home affairs can all benefit from this unrevised hansard national council of provinces tuesday,"
906,negative,"department s problems. government has over the past 10 to 15 years spent billions of rands on integrating the criminal justice system. the departments of justice and constitutional development, correctional services, the sa police service and home affairs can all benefit from this unrevised hansard national council of provinces tuesday, 19 may 2026 page: 87 easy, secure technology but only the latter does. and guess which one of these departments is led by a da minister? the home affairs department has introduced an electronic travel authorisation system. it brings visa processing into the modern era through biometric-based automation that improves both efficiency but also security. now, chairperson hon farmer raised the concern about rural access, about connectivity and cybersecurity, fair concerns. but as always, hon farmer, where there is a da policy, there is an answer. digitalisation does not mean abandoning rural communities, hon matshobeni. mobile units remain operational and now provide even more efficient service. partnerships with municipalities are continued and home affairs is actively working with telecommunication providers and their government department to improve connectivity in remote areas. another da ministry. it is quite rich to hear lectures about ethics and corruption from a party whose criminally convicted cic which stands for commander in cartier continues to benefit from the loot of vbs, another bank which robbed poor communities of their hard earned money. the eff seems ... unrevised hansard national council of provinces tuesday, 19 may 2026 page: 88 the house chairperson mr d r ryder : if you can take your seat, please, hon gotsell. yes, what is your point of order, hon nonkonyana? adv inkosi m nonkonyana: hon house chairperson, on a point of order: i have been raising my hand in terms of rule 69, read with rule 66 3 . chair, the hon"
907,neutral,"if you can take your seat, please, hon gotsell. yes, what is your point of order, hon nonkonyana? adv inkosi m nonkonyana: hon house chairperson, on a point of order: i have been raising my hand in terms of rule 69, read with rule 66 3 . chair, the hon member, continues to refer to the ministers of state as da ministers. this is not true and he knows it is not true. the ministers are ministers of state and not ministers of da and i therefore ask you to rule accordingly that he is out of order. the house chairperson mr d r ryder : thank you, hon nonkonyana. i do think that that is a point of debate. i think ministers all belong to political parties, so i am afraid i cannot sustain your point of order. but hon gotsell, if you can continue with your presentation. thank you. mr n gotsell: hon nonkonyana, hold on to your chair, there is more to come. the eff seems incapable of comprehending that a public-private partnerships can actually exist to improve services and not to enrich the connected few. one has to only then ask why premier lesufi appointed an eff finance mec in gauteng. but this is perhaps because their political worldview unrevised hansard national council of provinces tuesday, 19 may 2026 page: 89 has been shaped by years of scandal and opportunism rather than good governance and serving the people, something hon zulu would not understand if it hit him in the face. chairperson, let us also be honest about something else, we often hear anc members say how successful da ministries are by simply building on the foundation that they laid in the previous administrations. hon nonkonyana, if this is the foundation, then it explains why the"
908,positive,"hit him in the face. chairperson, let us also be honest about something else, we often hear anc members say how successful da ministries are by simply building on the foundation that they laid in the previous administrations. hon nonkonyana, if this is the foundation, then it explains why the house needed urgent repairs. south africa would have been far further ahead had the department of home affairs not spent years under anc ministers associated with corruption, state capture and administrative collapse. but it does not seem that the anc has learned its lesson because while the president has fired two corrupt cronies, malusi gigaba still chairs one of this parliament s most critical oversight committees. hon nonkonyana will after this, ascend to this podium and try to tell the public something else. but my fellow south africans, only has to mention the era of malusi gigaba to understand why the department of home affairs became synonymous with dysfunction and mistrust. unrevised hansard national council of provinces tuesday, 19 may 2026 page: 90 hon chair, the reality is that this department is failing because of that legacy. it is succeeding because finally it is moving away from that legacy under the leadership of minister leon schreiber. and that is why the da supports this app and the budget vote. there is still a long road ahead. staffing shortages remain severe, digital infrastructure must continue expanding and oversight remains crucial. but under the leadership of the da-led minister leon schreiber, south africans can rely on direction, honest government and people focused service delivery. i thank you. adv inkosi m nonkonyana: house chair, hon members, special and permanent delegates of this august house, hon minister of home affairs and deputy minister of home affairs, distinguished guests, acting director-general and your team, as"
909,positive,"africans can rely on direction, honest government and people focused service delivery. i thank you. adv inkosi m nonkonyana: house chair, hon members, special and permanent delegates of this august house, hon minister of home affairs and deputy minister of home affairs, distinguished guests, acting director-general and your team, as well as the staff of parliament, fellow south africans ... setswana: ... dumelang. english: for the first and foremost, i rise on behalf of the anc that was formed by our forebears on 8 january, 1912, and mandated by our forebears to take over the national democratic unrevised hansard national council of provinces tuesday, 19 may 2026 page: 91 revolution that was started by them as far back as the 16th century, when violent regime imposed its foreign system of governance and robbed south africans their birthrights to govern themselves. we salute those two gallant fighters and vow never to disappoint them until all the entoiling masses enjoy the fruits of liberty that has been waged by the mighty anc. the anc has thus been given responsibility to govern this country since 1994. and ever since then, it did everything humanly possible under difficult circumstances to govern our beloved country by embarking on several programmes to dismantle structures of government and pursued the reconstruction and development programme and other progressive policies to deliver a better life to all south africans. since the advent of democracy, this department of home affairs has been able led by many ministers, working hand in glove with their deputy ministers in order to deliver services to all south africans from birth to death in healing scars inflicted upon peace-loving south africans for many centuries. the government of national unity, the gnu, is able led by the cadres of our movement and all ministers of state,"
910,positive,"glove with their deputy ministers in order to deliver services to all south africans from birth to death in healing scars inflicted upon peace-loving south africans for many centuries. the government of national unity, the gnu, is able led by the cadres of our movement and all ministers of state, including those from da, hon billy, are implementing progressive unrevised hansard national council of provinces tuesday, 19 may 2026 page: 92 policies and laws and acted by the anc government. you like it or not? the insinuation by some da members, that some ministers of state are applying its policies is fundamentally wrong and must be rejected as blended propaganda to reverse the gains we have achieved since the advent of democracy. on the issue of delegated responsibility ... mr f j badenhorst: hon chair? the house chairperson mr d r ryder : please take your seat, inkosi nonkonyana. yes, hon badenhorst, on what are you rising? mr f j badenhorst: i rise on rule 61b. and i know you are going to rule that it is the point of debate, but i would contend, hon chair, that he is misleading the house because nothing good happened in home affairs under the anc government. the first good thing that happened there was the da minister taking over. thank you, chair. the house chairperson mr d r ryder : indeed, that is the point of debate, hon badenhorst. please continue, hon nonkonyana. unrevised hansard national council of provinces tuesday, 19 may 2026 page: 93 adv inkosi m nonkonyana: hon minister, we all know that this department has been assigned to you by his excellency, the president of the republic, who no doubt was aware that you are a member of another political party. he no doubt trusted you that you will"
911,positive,"2026 page: 93 adv inkosi m nonkonyana: hon minister, we all know that this department has been assigned to you by his excellency, the president of the republic, who no doubt was aware that you are a member of another political party. he no doubt trusted you that you will provide the needed collective leadership of the department, which, by the way, is fundamental principle of the mighty anc. by working hand-in-glove with your deputy, comrade nzuza, it is pleasing to note in this debate that both you and hon deputy minister nzuza are working together to do more for south africans. hon deputy minister, we note has been serving this in this portfolio in the previous administration and no doubt have institutional memory of the department. hence, we have received successes. we have noticed some tension caused by some members of the da in their bid to mislead the public about the outcome of the hard work of your predecessors in office to claim easy victories that include the need to modernise the department to deliver world-class services to all the people of south africa particularly the downtrodden masses living in rural and far-flung areas of our country. we appreciate the vision of the department to deliver home affairs at home and trust that this is not a pie in the sky. unrevised hansard national council of provinces tuesday, 19 may 2026 page: 94 modernisation of home affairs is a policy priority of the anc. we note that the vision is in line with the apex priorities of the anc-led gnu which is anchored in the need to grow the economy thereby to create the needed job opportunities for jobless, reduce poverty address inequality and to build a caring and capable state for all south africans. peace-loving south africans"
912,positive,"vision is in line with the apex priorities of the anc-led gnu which is anchored in the need to grow the economy thereby to create the needed job opportunities for jobless, reduce poverty address inequality and to build a caring and capable state for all south africans. peace-loving south africans are law-abiding citizens deserving better services especially in rural areas and traditional communities living in far-flung areas from urban and peri urban centers. south africa, they know they deserve better. in my capacity as the whip of the select committee, we will put all the annual performance plans for 2026-27 a financial year of the department in our radar screens to monitor the implementation of the plans you presented before us in line with the budget of this department for the benefit of all. on the issue of the rollout of electronic transfer authorisation you referred to hon minister across all ports of entry, the state of the nation address by his excellency the president of the republic earlier this year which is in line with of course january 8 statement of the anc directs that the department to extend electronic travel authorisation, eta, unrevised hansard national council of provinces tuesday, 19 may 2026 page: 95 system to all countries that require visa enabling applications for tourists to be processed digitally within 24 hours. this system, hon members, replace traditional paper based visas with a view for a faster digital and secure tourist entry. this system facilitates online applications with rapid approvals featuring dedicated a1 driven biometric based automatic immigration lanes at major ports to enhance legitimate transfer traveling thereby promoting tourism in south africa to push back frontiers of property bequeathed to us by the apartheid and other illegitimate regimes. we believe therefore that eta is in line with"
913,positive,"rapid approvals featuring dedicated a1 driven biometric based automatic immigration lanes at major ports to enhance legitimate transfer traveling thereby promoting tourism in south africa to push back frontiers of property bequeathed to us by the apartheid and other illegitimate regimes. we believe therefore that eta is in line with the president's state of nation address this year that in earlier direct the department to collaborate with other sister department to promote this country as one of the best tourist destinations. we also believe that eta will enhance national security through improving screening and integration with an electronic movement control system. and happy that this system has been reported to us to have achieved 94 rate approver. on the issue of accommodation challenges in the offices, there need to have decent office accommodation cannot be of our size, chair. in our determination to modernise the department unrevised hansard national council of provinces tuesday, 19 may 2026 page: 96 of home affairs we must have decent offices equipped and such offices of course must have modern infrastructure. we appreciate the target set up by the department to us in support of this budget vote which include 680 000 555 births to be registered within 30 calendar days and to maintain 85 to 90 targets of all branches in delivering services in south africa. last month as part of my constituency work i visited areas in luthulini administrative area in flagstaff with officials of the or tambo district municipality and was taken aback by the absence of the officials from the department of home affairs as they were invited to be part of that programme to enable eligible south africans to obtain identity documents to register to vote and to vote anc at the local government elections scheduled to take place on"
914,positive,"aback by the absence of the officials from the department of home affairs as they were invited to be part of that programme to enable eligible south africans to obtain identity documents to register to vote and to vote anc at the local government elections scheduled to take place on 4 november this year. on 18 may as part of the consequence of my constituency responsibility again in addition of this budget vote i visited offices of the department in my own town flagstaff which is a list from private sector and saw for myself the state of such offices which is one of many offices in rural towns all over south africa that need improvements. unrevised hansard national council of provinces tuesday, 19 may 2026 page: 97 i also visited of course lusikisiki and saw for myself again a state-of-the-art office belonging to the department that was built by the anc government few years ago. we sincerely hope that the money budgeted for infrastructure will be utilised to improve the accommodation conducive for the departmental officials and to render services to the people better faster and efficiently all over south africa. in this regard we hope to note that with the presentation by the department it is determined to contribute public and social employment through appointment of unemployed youth young people for the digitisation of more than 340 million paper-based south african civic records and modernisation of civil services. the department must collaborate with traditional authorities by having satellite offices closer to their traditional communities thereby put into practice the needed cooperation governance between spheres of government and the institutions of traditional leadership in south africa. we have also noticed high vacancies and want the department to fill all these vacancies soon so as to reduce high rate of"
915,positive,"offices closer to their traditional communities thereby put into practice the needed cooperation governance between spheres of government and the institutions of traditional leadership in south africa. we have also noticed high vacancies and want the department to fill all these vacancies soon so as to reduce high rate of unemployment in south africa. jobs must be given to deserving south africans as the anc is against jobs for pals in unrevised hansard national council of provinces tuesday, 19 may 2026 page: 98 committed people and offering jobs in exchange for sexual favours. we will monitor the expenditure of the department in this regard in our oversight role and hold this department to account on regular basis. on the issue of asylum, i think the minister has covered this aspect and i must therefore rush because my time is getting out to indicate then that the anc is the leader of the societies including marginalised communities living in far flung rural areas. i appreciate the decision of the department in continuing with the programme of rolling out mobile units to remote areas thereby bringing... mr f j badenhorst: point of order. adv inkosi m nonkonyana: ...closer to the people. however... the house chairperson mr d r ryder : please take your seat, hon nonkonyana. adv inkosi m nonkonyana: ... rolling out. thank you. i hope my two minutes will be ... unrevised hansard national council of provinces tuesday, 19 may 2026 page: 99 mr f j badenhorst: we will protect your time. the house chairperson mr d r ryder : yes, hon badenhorst. mr f j badenhorst: will the hon member take a question, please! the house chairperson mr d r ryder : hon nonkonyana, will you take a question? adv inkosi m nonkonyana: he knows. no, unless he gives"
